1,name,affiliation,homepage,scholarid,name,,name
194,Abu Sayed Md. Latiful Hoque,BUET,https://cse.buet.ac.bd/faculty_list/detail/asmlatifulhoque,3-Sb7tMAAAAJ,Abu,Sayed Md. Latiful,Hoque
195,Abul Kashem,BUET,https://cse.buet.ac.bd/faculty_list/detail/kashem,NOSCHOLARPAGE,Abul,,Kashem
196,Abusayeed M. Saifullah,Wayne State University,https://engineering.wayne.edu/profile/gi8674,CYwffSUAAAAJ,Abusayeed,M.,Saifullah
197,Abusayeed Saifullah,Wayne State University,https://engineering.wayne.edu/profile/gi8674,CYwffSUAAAAJ,Abusayeed,,Saifullah
198,Abyayananda Maiti,IIT Patna,https://iitp.ac.in/index.php/departments/computer-center/people/head/1095-dr-abyayananda-maiti.html,N49XT94AAAAJ,Abyayananda,,Maiti
199,Achi Brandt,Weizmann Institute of Science,https://www.weizmann.ac.il/pages/search/people?language=english&single=1&person_id=2041,NOSCHOLARPAGE,Achi,,Brandt
200,Achille Pattavina,Politecnico di Milano,http://home.deib.polimi.it/pattavina,NOSCHOLARPAGE,Achille,,Pattavina
201,Achim Blumensath,Masaryk University,https://www.muni.cz/en/people/237782,NOSCHOLARPAGE,Achim,,Blumensath
202,Achim D. Brucker,University of Exeter,http://emps.exeter.ac.uk/computer-science/staff/ab1185,ZWePF1QAAAAJ,Achim,D.,Brucker
203,Achim Ebert,TU Kaiserslautern,https://hci.uni-kl.de/people/achim-ebert,tnoNj9gAAAAJ,Achim,,Ebert
204,Achim Jung,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/jung-achim.aspx,hCqqihQAAAAJ,Achim,,Jung
205,Achim Lilienthal,TU Munich,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/pl/ui/$ctx/visitenkarte.show_vcard?$ctx=design=ca2;header=max;lang=de&pPersonenGruppe=3&pPersonenId=6F846EED5618D470,_CdZ5cgAAAAJ,Achim,,Lilienthal
206,Achim Schweikard,University of Lübeck,https://www.rob.uni-luebeck.de/index.php?id=321,NOSCHOLARPAGE,Achim,,Schweikard
207,Achim Streit,Karlsruhe Institute of Technology,http://www.scc.kit.edu/personen/achim.streit.php,i72A44MAAAAJ,Achim,,Streit
208,Achuta Kadambi,Univ. of California - Los Angeles,https://www.ee.ucla.edu/achuta-kadambi,UMzWJikAAAAJ,Achuta,,Kadambi
209,Achutavarrier Prasad Vinod,Nanyang Technological University,http://www.ntu.edu.sg/home/asvinod,NOSCHOLARPAGE,Achutavarrier,Prasad,Vinod
210,Achyut Mani Tripathi,IIT Dharwad,https://achyutmani.github.io,NOSCHOLARPAGE,Achyut,Mani,Tripathi
211,Ada Gavrilovska,Georgia Institute of Technology,http://www.cc.gatech.edu/home/ada,OlRjTCIAAAAJ,Ada,,Gavrilovska
212,Ada Lerner,Northeastern University,https://www.khoury.northeastern.edu/people/ada-lerner,BkZor8wAAAAJ,Ada,,Lerner
213,Ada Wai-Chee Fu,Chinese University of Hong Kong,http://www.cse.cuhk.edu.hk/~adafu,tcwyqtUAAAAJ,Ada,Wai-Chee,Fu
214,Adalbert Gerald Soosai Raj,Univ. of California - San Diego,https://adalbertgerald.github.io,0TxoLzMAAAAJ,Adalbert,Gerald Soosai,Raj
215,Adalberto L. Simeone,KU Leuven,https://www.adalsimeone.me,NwkRNhkAAAAJ,Adalberto,L.,Simeone
216,Adalberto Lafcadio Simeone,KU Leuven,https://www.adalsimeone.me,NwkRNhkAAAAJ,Adalberto,Lafcadio,Simeone
217,Adam A. Porter,University of Maryland - College Park,https://www.cs.umd.edu/users/aporter,j7F7yq0AAAAJ,Adam,A.,Porter
218,Adam Bargteil,Univ. of Maryland - Baltimore County,http://www.csee.umbc.edu/~adamb,fArWdfAAAAAJ,Adam,,Bargteil
219,Adam Bates 0001,Univ. of Illinois at Urbana-Champaign,http://adambates.org,1dVglBkAAAAJ,Adam,Bates,0001
220,Adam Belay,Massachusetts Institute of Technology,https://engineering.mit.edu/faculty-research/year-2017,AKQec5wAAAAJ,Adam,,Belay
221,Adam Belloum,University of Amsterdam,https://www.uva.nl/profiel/b/e/a.s.z.belloum/a.s.z.belloum.html,tzFsIF4AAAAJ,Adam,,Belloum
222,Adam Breuer,Dartmouth College,https://www.adambreuer.com,1b3CsE4AAAAJ,Adam,,Breuer
223,Adam Charles,Johns Hopkins University,https://www.bme.jhu.edu/ascharles,c8RKLp0AAAAJ,Adam,,Charles
224,Adam Chlipala,Massachusetts Institute of Technology,http://adam.chlipala.net,Imh0w3AAAAAJ,Adam,,Chlipala
225,Adam Czajka,University of Notre Dame,https://engineering.nd.edu/profiles/aczajka,_OObpEkAAAAJ,Adam,,Czajka
226,Adam D. Smith,Boston University,http://www.cse.psu.edu/~ads22,fkGi-JMAAAAJ,Adam,D.,Smith
227,Adam Doupé,Arizona State University,http://adamdoupe.com,hsJqhNAAAAAJ,Adam,,Doupé
228,Adam Dziedzic,CISPA Helmholtz Center,https://adam-dziedzic.com,MRk-A4YAAAAJ,Adam,,Dziedzic
229,Adam Finkelstein,Princeton University,https://www.cs.princeton.edu/~af,a959F6AAAAAJ,Adam,,Finkelstein
230,Adam Hahn,Washington State University,http://www.eecs.wsu.edu/~ahahn/index.html,nGBlVWwAAAAJ,Adam,,Hahn
231,Adam Herout,Brno University of Technology,https://www.fit.vut.cz/person/herout,qQDbJDMAAAAJ,Adam,,Herout
232,Adam J. Aviv,George Washington University,https://adamaviv.com,ExgxufEAAAAJ,Adam,J.,Aviv
233,Adam J. Lee,University of Pittsburgh,http://people.cs.pitt.edu/~adamlee,1IoFK0oAAAAJ,Adam,J.,Lee
234,Adam Jatowt,University of Innsbruck,https://adammo12.github.io/adamjatowt,l2vn9GoAAAAJ,Adam,,Jatowt
235,Adam Krzyzak,Concordia University,http://users.encs.concordia.ca/~krzyzak,fYbg3F8AAAAJ,Adam,,Krzyzak
236,Adam Lerner,Northeastern University,https://www.khoury.northeastern.edu/people/ada-lerner,BkZor8wAAAAJ,Adam,,Lerner
237,Adam Lopez,University of Edinburgh,http://alopez.github.io,u4sxKZwAAAAJ,Adam,,Lopez
238,Adam M. Bates,Univ. of Illinois at Urbana-Champaign,http://adambates.org,1dVglBkAAAAJ,Adam,M.,Bates
239,Adam M. Smith 0001,Univ. of California - Santa Cruz,https://adamsmith.as,78OLNd4AAAAJ,Adam,M. Smith,0001
240,Adam M. White,University of Alberta,https://sites.ualberta.ca/~amw8,1GqGhcsAAAAJ,Adam,M.,White
241,Adam Marshall Smith,Univ. of California - Santa Cruz,https://adamsmith.as,78OLNd4AAAAJ,Adam,Marshall,Smith
242,Adam Morrison 0001,Tel Aviv University,http://www.cs.tau.ac.il/~mad,GMEoZR0AAAAJ,Adam,Morrison,0001
243,Adam O'Neill,University of Massachusetts Amherst,https://www.cics.umass.edu/people/oneill-adam,SIFRrBIAAAAJ,Adam,,O'Neill
244,Adam P. Chester,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/adam_chester,ogEgU6HzEJQC,Adam,P.,Chester
245,Adam Perer,Carnegie Mellon University,https://perer.org,wAxr6b8AAAAJ,Adam,,Perer
246,Adam Przepiórkowski,IPI PAN,https://ipipan.waw.pl/instytut/pracownicy/adam-przepiorkowski,volQDFMAAAAJ,Adam,,Przepiórkowski
247,Adam Prügel-Bennett,University of Southampton,https://www.ecs.soton.ac.uk/people/apb1,oQgxYjkAAAAJ,Adam,,Prügel-Bennett
248,Adam R. Klivans,University of Texas at Austin,https://www.cs.utexas.edu/~klivans,UD87zMYAAAAJ,Adam,R.,Klivans
249,Adam Richard Klivans,University of Texas at Austin,https://www.cs.utexas.edu/~klivans,UD87zMYAAAAJ,Adam,Richard,Klivans
250,Adam Rogalewicz,Brno University of Technology,https://www.fit.vut.cz/person/rogalew,NOSCHOLARPAGE,Adam,,Rogalewicz
251,Adam Runions,University of Calgary,https://profiles.ucalgary.ca/adam-runions,LvaJVncAAAAJ,Adam,,Runions
252,Adam S. Z. Belloum,University of Amsterdam,https://www.uva.nl/profiel/b/e/a.s.z.belloum/a.s.z.belloum.html,tzFsIF4AAAAJ,Adam,S. Z.,Belloum
253,Adam Steele,DePaul University,http://facweb.cs.depaul.edu/asteele,NOSCHOLARPAGE,Adam,,Steele
254,Adam W. Bargteil,Univ. of Maryland - Baltimore County,http://www.csee.umbc.edu/~adamb,fArWdfAAAAAJ,Adam,W.,Bargteil
255,Adam Wade Bargteil,Univ. of Maryland - Baltimore County,http://www.csee.umbc.edu/~adamb,fArWdfAAAAAJ,Adam,Wade,Bargteil
256,Adam White 0001,University of Alberta,https://sites.ualberta.ca/~amw8,1GqGhcsAAAAJ,Adam,White,0001
257,Adam Wierman,California Institute of Technology,http://www.cs.caltech.edu/~adamw,4OvOdSgAAAAJ,Adam,,Wierman
258,Adam Wolisz,TU Berlin,https://www.tkn.tu-berlin.de/menue/team/wolisz/parameter/de,Gq8gWX4AAAAJ,Adam,,Wolisz
259,Adam Yang 0001,Peking University,https://www.yangyaodong.com,6yL0xw8AAAAJ,Adam,Yang,0001
260,Adams Wai-Kin Kong,Nanyang Technological University,https://www3.ntu.edu.sg/home/adamskong,NOSCHOLARPAGE,Adams,Wai-Kin,Kong
261,Adarsh S. Sethi,University of Delaware,https://www.eecis.udel.edu/~sethi,NOSCHOLARPAGE,Adarsh,S.,Sethi
262,Adarshpal S. Sethi,University of Delaware,https://www.eecis.udel.edu/~sethi,NOSCHOLARPAGE,Adarshpal,S.,Sethi
263,Adel Cherif,Qatar University,http://www.qu.edu.qa/engineering/computer/faculty/adel_ch.php,obJnqXUAAAAJ,Adel,,Cherif
264,Adel Elmaghraby,University of Louisville,http://louisville.edu/speed/people/faculty/elmaghrabyAdel,84U09_IAAAAJ,Adel,,Elmaghraby
265,Adel Rahmani,IUST,http://www.iust.ac.ir/content/18919/Dr.Torkaman-Rahmani,NOSCHOLARPAGE,Adel,,Rahmani
266,Adel Said Elmaghraby,University of Louisville,http://louisville.edu/speed/people/faculty/elmaghrabyAdel,84U09_IAAAAJ,Adel,Said,Elmaghraby
267,Adel Torkaman Rahmani,IUST,http://www.iust.ac.ir/content/18919/Dr.Torkaman-Rahmani,NOSCHOLARPAGE,Adel,Torkaman,Rahmani
268,Adele A. Rescigno,University of Salerno,http://old.di.unisa.it/professori/rescigno/MMI/lo.htm,PtEkQRAAAAAJ,Adele,A.,Rescigno
269,Adele Anna Rescigno,University of Salerno,http://old.di.unisa.it/professori/rescigno/MMI/lo.htm,PtEkQRAAAAAJ,Adele,Anna,Rescigno
270,Adelinde M. Uhrmacher,University of Rostock,https://mosi.informatik.uni-rostock.de/team/staff/prof-dr-rer-nat-adelinde-m-uhrmacher,NIyd6aoAAAAJ,Adelinde,M.,Uhrmacher
271,Adenilso Simão,USP-ICMC,http://icmc.usp.br/pessoas?id=6078529,gdT5wnMAAAAJ,Adenilso,,Simão
272,Adenilso da Silva Simão,USP-ICMC,http://icmc.usp.br/pessoas?id=6078529,gdT5wnMAAAAJ,Adenilso,da Silva,Simão
273,Adenilton J. da Silva,UFPE,https://www.cin.ufpe.br/~ajsilva,dsUDyCMAAAAJ,Adenilton,J.,da Silva
274,Adenilton José da Silva,UFPE,https://www.cin.ufpe.br/~ajsilva,dsUDyCMAAAAJ,Adenilton,José d,da Silva
275,Adi Akavia,University of Haifa,https://sites.google.com/view/akavia,ogugwmEAAAAJ,Adi,,Akavia
276,Adi Shamir,Weizmann Institute of Science,https://www.weizmann.ac.il/pages/search/people?language=english&single=1&person_id=1486,EHLBP20AAAAJ,Adi,,Shamir
277,Adiel Almeida Filho,UFPE,https://www.cin.ufpe.br/~adielfilho,Nu7-rIYAAAAJ,Adiel,Almeida,Filho
278,Adiel Teixeira de Almeida Filho,UFPE,https://www.cin.ufpe.br/~adielfilho,Nu7-rIYAAAAJ,Adiel,Teixeira de Almeida,Filho
279,Adil Ahmad,Arizona State University,https://adil-ahmad.net,BYJEZ4kAAAAJ,Adil,,Ahmad
280,Adilson Elias Xavier,UFRJ,http://www.cos.ufrj.br/index.php/pt-BR/pessoas/details/18/1001-adilson,uTO_O_8AAAAJ,Adilson,Elias,Xavier
281,Adish Singla [SWS],Max Planck Society,https://people.mpi-sws.org/~adishs,kXz2seUAAAAJ,Adish,Singla,[SWS]
282,Adithya Kumar Pediredla,Dartmouth College,https://sites.google.com/view/adithyapediredla,ey6n20kAAAAJ,Adithya,Kumar,Pediredla
283,Adithya Pediredla,Dartmouth College,https://sites.google.com/view/adithyapediredla,ey6n20kAAAAJ,Adithya,,Pediredla
284,Aditi Kar,Royal Holloway University of London,https://pure.royalholloway.ac.uk/en/persons/aditi-kar,NOSCHOLARPAGE,Aditi,,Kar
285,Aditi Majumder,Univ. of California - Irvine,http://www.ics.uci.edu/~majumder,tXhqJv0AAAAJ,Aditi,,Majumder
286,Aditi Raghunathan,Carnegie Mellon University,https://www.cs.cmu.edu/~aditirag,Ch9iRwQAAAAJ,Aditi,,Raghunathan
287,Aditya Akella,University of Texas at Austin,http://pages.cs.wisc.edu/~akella,d_rxnzAAAAAJ,Aditya,,Akella
288,Aditya Bhaskara,University of Utah,http://www.cs.utah.edu/~bhaskara,tqxTaiAAAAAJ,Aditya,,Bhaskara
289,Aditya Challa,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/adityac/Profile,_XkD5AkAAAAJ,Aditya,,Challa
290,Aditya G. Parameswaran,Univ. of California - Berkeley,https://cs.illinois.edu/directory/profile/adityagp,VeB3UbcAAAAJ,Aditya,G.,Parameswaran
291,Aditya Gilra,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/aditya-gilra,VpxnuTgAAAAJ,Aditya,,Gilra
292,Aditya Grover,Univ. of California - Los Angeles,https://aditya-grover.github.io,oOhnPUgAAAAJ,Aditya,,Grover
293,Aditya Johri,George Mason University,https://cs.gmu.edu/directory/detail/183,Mv2dCeEAAAAJ,Aditya,,Johri
294,Aditya Mathur,SUTD,https://istd.sutd.edu.sg/people/faculty/aditya-p-mathur,DdQMeHoAAAAJ,Aditya,,Mathur
295,Aditya Nigam,IIT Mandi,http://faculty.iitmandi.ac.in/~aditya,ffSpknUAAAAJ,Aditya,,Nigam
296,Aditya P. Mathur,SUTD,https://istd.sutd.edu.sg/people/faculty/aditya-p-mathur,DdQMeHoAAAAJ,Aditya,P.,Mathur
297,Aditya Shekhar Nittala,University of Calgary,https://profiles.ucalgary.ca/aditya-shekhar-nittala,pDSbjBsAAAAJ,Aditya,Shekhar,Nittala
298,Aditya Tatu,DAIICT,http://www.daiict.ac.in/daiict/people/faculty.html,f0nqLS8AAAAJ,Aditya,,Tatu
299,Aditya Thakur,Univ. of California - Davis,http://thakur.cs.ucdavis.edu,x8952qgAAAAJ,Aditya,,Thakur
300,Aditya Thakur 0001,Univ. of California - Davis,http://thakur.cs.ucdavis.edu,x8952qgAAAAJ,Aditya,Thakur,0001
301,Aditya V. Thakur,Univ. of California - Davis,http://thakur.cs.ucdavis.edu,x8952qgAAAAJ,Aditya,V.,Thakur
302,Adji B. Dieng,Princeton University,https://www.cs.princeton.edu/people/profile/ad6725,ZCniP_MAAAAJ,Adji,B.,Dieng
303,Adji Bousso Dieng,Princeton University,https://www.cs.princeton.edu/people/profile/ad6725,ZCniP_MAAAAJ,Adji,Bousso,Dieng
304,Adlen Ksentini,EURECOM,http://www.eurecom.fr/en/people/ksentini-adlen,U6YFwO4AAAAJ,Adlen,,Ksentini
305,Adnan Darwiche,Univ. of California - Los Angeles,http://www.cs.ucla.edu/~darwiche,pygPWvEAAAAJ,Adnan,,Darwiche
306,Adnan Ozsoy,Hacettepe University,https://web.cs.hacettepe.edu.tr/~aozsoy,Ic73aUUAAAAJ,Adnan,,Ozsoy
307,Adnan Siraj Rakin,Binghamton University,https://www.binghamton.edu/computer-science/people/profile.html?id=arakin,ZCEVPxUAAAAJ,Adnan,Siraj,Rakin
308,Adnan Yazici,Middle East Technical University,http://user.ceng.metu.edu.tr/~yazici,ebJH_QwAAAAJ,Adnan,,Yazici
309,Adolfo Muñoz,Universidad de Zaragoza,http://giga.cps.unizar.es/~amunoz/index.php/en,H8bBlDkAAAAJ,Adolfo,,Muñoz
310,Adolfo Piperno,Sapienza University of Rome,http://pallini.di.uniroma1.it/Personal.html,4y2zqO8AAAAJ,Adolfo,,Piperno
311,Adrian Dumitrescu,University of Wisconsin - Milwaukee,https://uwm.edu/engineering/people/dumitrescu-ph-d-adrian,cjVwVpsAAAAJ,Adrian,,Dumitrescu
312,Adrian F. Clark,University of Essex,https://www.essex.ac.uk/people/clark65804/adrian-clark,FESbZq0AAAAJ,Adrian,F.,Clark
313,Adrian Fiech,Memorial University of Newfoundland,https://www.mun.ca/computerscience/people/afiech.php,NOSCHOLARPAGE,Adrian,,Fiech
314,Adrian Francalanza,University of Malta,http://staff.um.edu.mt/afra1,2KyiwjEAAAAJ,Adrian,,Francalanza
315,Adrian Friday,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/adrian-friday,co0YRmIAAAAJ,Adrian,,Friday
316,Adrian G. Bors,University of York,https://www-users.cs.york.ac.uk/~adrian,cvdyalUAAAAJ,Adrian,G.,Bors
317,Adrian Hilton 0001,University of Surrey,https://www.surrey.ac.uk/people/adrian-hilton,vTIYTNQAAAAJ,Adrian,Hilton,0001
318,Adrian Ivor Clive Johnstone,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/adrian-johnstone_7cc2e828-2b0f-4cb7-a169-337193b854b8.html,NOSCHOLARPAGE,Adrian,Ivor Clive,Johnstone
319,Adrian Johnstone,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/adrian-johnstone_7cc2e828-2b0f-4cb7-a169-337193b854b8.html,NOSCHOLARPAGE,Adrian,,Johnstone
320,Adrian P. Lauf,University of Louisville,http://louisville.edu/speed/people/faculty/laufAdrian,fU0XrdEAAAAJ,Adrian,P.,Lauf
321,Adrian Paschke,Freie Universitaet Berlin,https://www.mi.fu-berlin.de/en/inf/groups/ag-csw/Members/members/Paschke.html,D_ZARycAAAAJ,Adrian,,Paschke
322,Adrian Perrig,ETH Zurich,http://www.netsec.ethz.ch/people/aperrig,n-Oret4AAAAJ,Adrian,,Perrig
323,Adrian R. Pearce,University of Melbourne,http://people.eng.unimelb.edu.au/adrianrp,GIBSIRAAAAAJ,Adrian,R.,Pearce
324,Adrian R. Vetta,McGill University,http://www.math.mcgill.ca/vetta,DJmwoRYAAAAJ,Adrian,R.,Vetta
325,Adrian S. Poulton,Open University UK,http://stem.open.ac.uk/people/asp2,NOSCHOLARPAGE,Adrian,S.,Poulton
326,Adrian Sampson,Cornell University,http://adriansampson.net,Bq50aCUAAAAJ,Adrian,,Sampson
327,Adrian Sandu,Virginia Tech,http://people.cs.vt.edu/~asandu,A7fZNg0AAAAJ,Adrian,,Sandu
328,Adrian Segall,Technion,http://webee.technion.ac.il/people/segall,dwJenMwAAAAJ,Adrian,,Segall
329,Adrian Vetta,McGill University,http://www.math.mcgill.ca/vetta,DJmwoRYAAAAJ,Adrian,,Vetta
330,Adriana B. Compagnoni,Stevens Institute of Technology,http://www.cs.stevens.edu/~abc/Adriana_Compagnoni/Adriana_Compagnoni.html,S-zXJGUAAAAJ,Adriana,B.,Compagnoni
331,Adriana Emitzá Guzmán Ortega,VU Amsterdam,https://research.vu.nl/en/persons/emitza-guzman-ortega,cMs97_YAAAAJ,Adriana,Emitzá Guzmán Or,Ortega
332,Adriana Ferraro,University of Auckland,https://www.cs.auckland.ac.nz/people/a-ferraro,f5QpDogAAAAJ,Adriana,,Ferraro
333,Adriana Iamnitchi,University of South Florida,http://www.cse.usf.edu/~anda,BfrPSGIAAAAJ,Adriana,,Iamnitchi
334,Adriana Kovashka,University of Pittsburgh,http://people.cs.pitt.edu/~kovashka,Dl949GoAAAAJ,Adriana,,Kovashka
335,Adriana Schulz,University of Washington,https://homes.cs.washington.edu/~adriana,2D6rV-UAAAAJ,Adriana,,Schulz
336,Adriana Sejfia,University of Edinburgh,http://www.inf.ed.ac.uk/people/staff/Adriana_Sejfia.html,4-pYLKAAAAAJ,Adriana,,Sejfia
337,Adriane Chapman,University of Southampton,https://www.ecs.soton.ac.uk/people/ac1n16,sHXqNl4AAAAJ,Adriane,,Chapman
338,Adriane P. Chapman,University of Southampton,https://www.ecs.soton.ac.uk/people/ac1n16,sHXqNl4AAAAJ,Adriane,P.,Chapman
339,Adriano Alonso Veloso,UFMG,http://homepages.dcc.ufmg.br/~adrianov,j2BEVSoAAAAJ,Adriano,Alonso,Veloso
340,Adriano C. M. Pereira,UFMG,http://homepages.dcc.ufmg.br/~adrianoc,MT9oSSwAAAAJ,Adriano,C. M.,Pereira
341,Adriano César Machado Pereira,UFMG,http://homepages.dcc.ufmg.br/~adrianoc,MT9oSSwAAAAJ,Adriano,César Machado P,Pereira
342,Adriano Fazzone,Sapienza University of Rome,http://www.diag.uniroma1.it/users/adriano%20fazzone,ivW-SnEAAAAJ,Adriano,,Fazzone
343,Adriano L. I. Oliveira,UFPE,https://www.cin.ufpe.br/~alio,paz29H4AAAAJ,Adriano,L. I.,Oliveira
344,Adriano L. I. de Oliveira,UFPE,https://www.cin.ufpe.br/~alio,paz29H4AAAAJ,Adriano,L. I.,de Oliveira
345,Adriano Lorena Inacio de Oliveira,UFPE,https://www.cin.ufpe.br/~alio,paz29H4AAAAJ,Adriano,Lorena Inacio,de Oliveira
346,Adriano Lorena Inácio de Oliveira,UFPE,https://www.cin.ufpe.br/~alio,paz29H4AAAAJ,Adriano,Lorena Inácio d,de Oliveira
347,Adriano Sarmento,UFPE,https://www.cin.ufpe.br/~aams,NOSCHOLARPAGE,Adriano,,Sarmento
348,Adriano Velasque Werhli,Federal University of Rio Grande,http://www.werhli.c3.furg.br,NOSCHOLARPAGE,Adriano,Velasque,Werhli
349,Adriano Veloso,UFMG,http://homepages.dcc.ufmg.br/~adrianov,j2BEVSoAAAAJ,Adriano,,Veloso
350,Adrien Basso-Blandin,Ecole Normale Superieure de Lyon,http://www.ens-lyon.fr/recherche/laboratoire-de-l-informatique-du-parallelisme-umr-5668-83273.kjsp,zVizzZIAAAAJ,Adrien,,Basso-Blandin
351,Adrien Poteaux,CRIStAL,https://www.cristal.univ-lille.fr/profil/poteaux,NOSCHOLARPAGE,Adrien,,Poteaux
352,Adrienne Decker,University at Buffalo,https://engineering.buffalo.edu/engineering-education/people/directory/decker-adrienne.html,JjLxdewAAAAJ,Adrienne,,Decker
353,Adrián Carballal,University of A Coruña,https://pdi.udc.es/en/File/Pdi/XW7GH,wnN2ca8AAAAJ,Adrián,,Carballal
354,Adrián Jarabo,Universidad de Zaragoza,http://giga.cps.unizar.es/~ajarabo,pXKBhbkAAAAJ,Adrián,,Jarabo
355,Aduri Pavan,Iowa State University,http://www.cs.iastate.edu/people/pavan-aduri,4QIV0FUAAAAJ,Aduri,,Pavan
356,Adwait Jog,University of Virginia,https://engineering.virginia.edu/faculty/adwait-jog,9RgqL8gAAAAJ,Adwait,,Jog
357,Adwait Nadkarni,College of William and Mary,https://www.adwaitnadkarni.com,Al2MvLoAAAAJ,Adwait,,Nadkarni
358,Adyasha Dash,KIIT Bhubaneswar,https://cse.kiit.ac.in/profiles/adyasha-dash,cbN-7SwAAAAJ,Adyasha,,Dash
359,Afra Alishahi,Tilburg University,https://ilk.uvt.nl/~aalishah,IuAwLqUAAAAJ,Afra,,Alishahi
360,Afzel Noore,West Virginia University,https://www.statler.wvu.edu/faculty-staff/adjunct-faculty/afzel-noore,rEopbiMAAAAJ,Afzel,,Noore
361,Agata Ciabattoni,TU Wien,https://www.logic.at/staff/agata,pAyqI0wAAAAJ,Agata,,Ciabattoni
362,Agathoniki Trigoni,University of Oxford,https://www.cs.ox.ac.uk/niki.trigoni,185g9ckAAAAJ,Agathoniki,,Trigoni
363,Aggeliki Arapoyanni,University of Athens,http://www.di.uoa.gr/eng/staff/1012,NOSCHOLARPAGE,Aggeliki,,Arapoyanni
364,Aggelos K. Katsaggelos,Northwestern University,http://www.mccormick.northwestern.edu/research-faculty/directory/profiles/katsaggelos-aggelos.html,aucB85kAAAAJ,Aggelos,K.,Katsaggelos
365,Aggelos Kiayias,University of Edinburgh,http://www.inf.ed.ac.uk/people/staff/Aggelos_Kiayias.html,P_L_vZAAAAAJ,Aggelos,,Kiayias
366,Aggelos Pikrakis,University of Piraeus,https://www.unipi.gr/unipi/en/pikrakis.html,hPZSYsgAAAAJ,Aggelos,,Pikrakis
367,Agha Ali Raza,LUMS,http://aghaaliraza.com,V5tf_UcAAAAJ,Agha,Ali,Raza
368,Agma J. M. Traina,USP-ICMC,http://icmc.usp.br/pessoas?id=4170385,v2-C4i4AAAAJ,Agma,J. M.,Traina
369,Agma Juci Machado Traina,USP-ICMC,http://icmc.usp.br/pessoas?id=4170385,v2-C4i4AAAAJ,Agma,Juci Machado,Traina
370,Agnar Aamodt,NTNU,https://www.ntnu.edu/employees/agnar,-3L6uJMAAAAJ,Agnar,,Aamodt
371,Agnes Koschmider,University of Kiel,https://www.pa.informatik.uni-kiel.de/en/team/prof-dr-agnes-koschmider,n1JYiwQAAAAJ,Agnes,,Koschmider
372,Agneta Nilsson,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/agneta-nilsson.aspx,NOSCHOLARPAGE,Agneta,,Nilsson
373,Agnieszka Mykowiecka 0001,IPI PAN,https://ipipan.waw.pl/instytut/pracownicy/agnieszka-mykowiecka,5kj-eF0AAAAJ,Agnieszka,Mykowiecka,0001
374,Agnès Voisard,Freie Universitaet Berlin,https://www.mi.fu-berlin.de/en/inf/groups/ag-db/members/Professors/voisard_agnes.html,NOSCHOLARPAGE,Agnès,,Voisard
375,Agoritsa Polyzou,Florida International University,https://apolyzou123.github.io/apolyzou,ydxk7hoAAAAJ,Agoritsa,,Polyzou
376,Agustin Fernández,Polytechnic University of Catalonia,http://engineering.academickeys.com/browse_whoswho_by_institution/Polytechnic_University_of_Catalonia?&start=104,HdZWRU8AAAAJ,Agustin,,Fernández
377,Agustín Gravano,University of Buenos Aires,http://habla.dc.uba.ar/gravano,GrKOwHIAAAAJ,Agustín,,Gravano
378,Ah-Hwee Tan,Singapore Management University,https://sis.smu.edu.sg/faculty/profile/165181/TAN-Ah-Hwee,G0hdDqYAAAAJ,Ah-Hwee,,Tan
379,Ahad N. Zehmakan,Australian National University,https://comp.anu.edu.au/people/ahad-zehmakan,bB3qVuEAAAAJ,Ahad,N.,Zehmakan
380,Aharon Bar-Hillel,Ben-Gurion University of the Negev,https://sites.google.com/site/aharonbarhillel,x4GlT3IAAAAJ,Aharon,,Bar-Hillel
381,Ahmad Akbari,IUST,http://ce.iust.ac.ir/page.php?slct_pg_id=6537&sid=14&slc_lang=en,pCil4_cAAAAJ,Ahmad,,Akbari
382,Ahmad Akbari Azirani,IUST,http://ce.iust.ac.ir/page.php?slct_pg_id=6537&sid=14&slc_lang=en,pCil4_cAAAAJ,Ahmad,Akbari,Azirani
383,Ahmad Alzahrani,King Abdulaziz University,http://asalzahrani.kau.edu.sa/Default.aspx?Site_ID=0005199&lng=EN,10GPVtsAAAAJ,Ahmad,,Alzahrani
384,Ahmad Biniaz,University of Windsor,http://www.uwindsor.ca/science/computerscience/1151/dr-ahmad-biniaz,ZbHrRcEAAAAJ,Ahmad,,Biniaz
